"시군명","연락처","행사주최","장소","시간","행사종료일","행사시작일","내용","제목","고유번호"
"거제시","055-639-3861","거제시립장평도서관","장평도서관 세미나실","매주 토, 일요일  12:00~16:50","2019-12-29","2019-12-07","행사설명 : Exciting English 외 1개 강좌                                     수강료 : 무료","장평도서관 하반기 재능기부 프로그램","41229203"
"거제시","055-639-3861","거제시립장평도서관","장평도서관","13:00~14:00","2019-12-07","2019-12-07","행사설명 : 식전 마술공연 및 샌드아트(동화 '해와달이된 오누이')공연                                       관람료: 무료","장평도서관 마술&샌드아트공연","41229202"
"거제시","055-636-9212","거제도서관","거제도서관      3층 1강좌실","매주 토요일14:30 ~ 16:00","2019-12-28","2019-12-07","12월  7일(토) : 라푼젤12월  14일(토) : 샬롯의 거미줄12월  21일(토) : 더 크리스마스                    12월  28일(토) : 구스 베이비","주말영화상영","41229201"
"거제시","055-637-6312","거제도서관","거제도서관    어린이실 책마루","매주 토요일14:00 ~ 14:30","2019-12-28","2019-12-07","행사설명 : 동화구연 할머니가 손유희 및 그림책 읽어주기 운영","동화속으로 떠나요","41229200"
"거제시","055-635-4220","거제시그린나래합창단","거제시문화예술회관 소극장","15:00","2019-12-07","2019-12-07","행사설명 : 그린나래합창단 정기연주회입장료(관람료) : 무료","제2회 거제시그린나래합창단 정기연주회","41229199"
"거제시","055-634-1061","제산초등학교","거제문화예술회관 대극장","14:00","2019-12-06","2019-12-06","행사설명 : 제7회 제산학생오케스트라 정기연주회입장료(관람료) : 무료","제7회 제산학생오케스트라 정기연주회","41229198"
"거제시","055-639-3887","거제시립옥포도서관","옥포도서관         세미나실","10:30~12:00","2019-12-05","2019-12-05","행사설명 : 자녀를 이해하고 소통하는 방법 배우기                                               수강료 : 무료","옥포도서관 부모교육특강","41229197"
"거제시","055-639-3891","거제시립수양도서관","수양도서관 제2프로그램실","매주 목요일              10:00~11:00","2019-12-18","2019-12-04","행사설명 : 선정도서 토론                                                 수강료 : 무료","수양도서관 독서회                ""인문학과 노는 사람들""","41229196"
"거제시","055-639-3891","거제시립수양도서관","수양도서관 제2프로그램실","매주 수요일              10:00~11:00","2019-12-18","2019-12-04","행사설명 : 책을 읽고 낭독후 감상 및 토론                             수강료 : 무료","수양도서관 독서회                ""수요낭독회 공명""","41229195"
"거제시","055-639-3861    055-639-3881    055-639-3871    055-639-3891    055-639-3921","거제시립도서관 5개관(장평,수양,옥포,장승포,하청)","장평도서관옥포도서관장승포도서관수양도서관하청도서관","16:00~17:00","2019-12-13","2019-12-03","행사설명 : 거제시 영어마을 소속 원어민 강사지원 영어체험특강                               수강료 : 무료","원어민과 함께하는 영어 그림책 교실","41229194"
"거제시","010-4597-6832","거제챔버소사이어티","거제문화예술회관 대극장","19:30","2019-12-03","2019-12-03","행사설명 : 챔버소사이어티 정기연주회입장료(관람료) : 무료","거제챔버소사이어티 정기연주회","41229193"
"거제시","070-7538-5635","그라시아스합창단","거제문화예술회관 대극장","19:30","2019-12-02","2019-12-02","행사설명 : 크리스마스칸타타입장료(관람료) : VIP 10만원/R 8만원/ S 6만원","크리스마스칸타타","41229191"
"거제시","055-639-8275","거제해양관광개발공사거제조선해양문화관","거제조선해양문화관2관 해양학습실","10:00~12:00","2019-12-31","2019-12-01","행사설명: 전시실관람+4D영상체험+만들기체험체험비: 1만원/명, 입장료 무료, 전화사전접수(20명 이상 유아 단체)","흔들흔들 보물섬","41229190"
"거제시","055-639-8270","거제해양관광개발공사거제조선해양문화관","거제조선해양문화관2관 어린이체험공방","09:00~17:00","2019-12-31","2019-12-01","행사설명: 조선해양 주제 상상만들기 체험(LED보물섬, LED등대 등)체험비: 1~8천원/개, 입장료 별도, 현장참여","뚝딱뚝딱 체험공방","41229189"
"거제시","055-639-0624","거제해양관광개발공사포로수용소유적공원","포로수용소유적공원평화미래전시관1층 상상공작소","09:00~18:00","2019-12-31","2019-12-01","행사설명: 나만의 작품 만들기(팽이, 배씨댕기 머리띠 등), 유아/어린이 대상체험비: 1~3천원/개, 유적공원 입장료 별도, 현장참여","꼬꼬마 상상공작소","41229188"
"거제시","055-637-6311","거제도서관","거제도서관    어린이자료실","10:30 ~ 11:30 14:00 ~ 15:00","2019-12-01","2019-12-01","행사설명 : 청소년 언니, 오빠들이 영어그림책을 읽어준 후 카드맞추기, 색칠놀이 등 다양한 활동 운영","꿈이크는 나눔영어","41229187"
"거제시","010-3538-1333","경남문예진흥원/거제아트콘텐포러리","거제시청소년수련관","16:00","2019-12-01","2019-12-01","행사설명 : 거제무지개합창제입장료(관람료) : 무료","거제무지개합창제","41229186"
"밀양시","055-359-5648","밀양시","밀양아리랑아트센터 대공연장","19:30","2019-12-30","2019-12-30","2020 밀양아리랑 토요상설공연 업그레이드를 위한 창작콘텐츠 발표회","밀양아리랑 콘텐츠 발표회","41229185"
"밀양시","010-5488-2357","밀양시·밀양시소년소녀합창단","밀양아리랑아트센터 대공연장","15:00","2019-12-21","2019-12-21","행사설명 : 합창단정기연주회입장료(관람료) : 무료","제13회 밀양시소년소녀합창단 정기연주회","41229184"
"밀양시","010-9317-3208","밀양유스오케스트라","밀양아리랑아트센터 대공연장","19:00","2019-12-17","2019-12-17","행사설명 : 오케스트라 정기연주회입장료(관람료) : 무료","2019밀양유스오케스트라 제2회 정기연주회","41229183"
"밀양시","055-359-4500","(재)밀양문화재단","밀양아리랑아트센터 대공연장","19:30","2019-12-16","2019-12-16","행사설명 : 밀양 아리랑을 주제로 한 음악회입장료(관람료) : 무료","동지섣달 꽃 본 듯이","41229182"
"밀양시","010-9235-0050","밀양아리랑콘텐츠사업단","밀양아리랑아트센터 대공연장","19:30~21:30","2019-12-04","2019-12-04","지역의 역사, 인물을 밀양아리랑과 접목한 국악뮤지컬","아리랑 유네스코등재 7주년 기념공연'국악뮤지컬 응천아리랑'","41229181"
"밀양시","010-3584-3124","밀양아리랑보존회","밀야아리랑아트센터 소공연장","14:00~17:00","2019-12-04","2019-12-04","문화예술 분야별 전문가 초청 밀양아리랑의 가치와 미래지향적인 활용방안 모색","제6회 밀양아리랑 학술대회","41229180"
"김해시","055-330-3214","김해시/(사)가야문화축제제전위원회","김해시민의종각 일원","22:00","2020-01-01","2019-12-31","행사설명 : 제야음악회, 식전행사, 타종식 등입장료(관람료) : 무료","제야음악회 및 제야의 종 타종식","41229179"
"김해시","070-4200-9224","(재)김해문화재단, 세로수기획","김해서부문화센터 하늬홀","11:00/14:00/16:30","2019-12-29","2019-12-28","행사설명 : 뮤지컬 <아이스크림 왕국의 뽀로로와 친구들>입장료(관람료) : R석 30,250원 S석 27,500원","어린이뮤지컬<아이스크림 왕국의 뽀로로와 친구들>","41229178"
"김해시","055-320-1222","(재)김해문화재단","김해문화의전당 누리홀","19:00","2019-12-28","2019-12-28","행사설명 : 여성 보컬 듀오 바버렛츠 공연입장료(관람료) : 30,000원","콘서트누리바버렛츠","41229177"
"김해시","070-4322-7426","김해제일고등학교","김해문화의전당 마루홀","19:00","2019-12-26","2019-12-26","행사설명 : 가온국악관현악단 제3회 정기연주회입장료(관람료) : 무료","김해제일고등학교 가온국악관현악단 제3회 정기연주회","41229176"
"김해시","055-344-1800","(재)김해문화재단","김해서부문화센터 하늬홀","18:00","2019-12-25","2019-12-25","행사설명 : 크리스마스 음악, 슈퍼히어로 영화OST의 오케스트라 콘서트입장료(관람료) : VIP 60,000원 R석 40,000원","슈퍼히어로와 함께하는 크리스마스 콘서트","41229175"
"김해시","055-344-1800","YG엔터테인먼트,㈜타입커뮤니케이션/(재)김해문화재단","김해서부문화센터 하늬홀","21일:19:0022일:17:00","2019-12-22","2019-12-21","행사설명 : 꿈의오케스트라 김해 제1회 정기연주회입장료(관람료) : VIP 121,000원 R석 110,000원","AKMU CONCERT<항해>","41229174"
"김해시","055-320-8587","문체부,(재)김해문화재단/한국문화예술진흥원,(재)김해문화재단","김해문화의전당 마루홀","17:00","2019-12-21","2019-12-21","행사설명 : 꿈의오케스트라 김해 제1회 정기연주회입장료(관람료) : 무료","2019 꿈의오케스트라 김해 제1회 정기연주회","41229173"
"김해시","010-9428-7983","김해가락예술단","김해문화의전당 누리홀","17:00","2019-12-21","2019-12-21","행사설명 : 김해가락예술단 정기연주회입장료(관람료) : 무료","제11회 가야가락예술단 정기연주회'씻김'","41229172"
"김해시","010-4600-4603","경상필하모닉오케스트라, GS솔로이스츠","김해문화의전당 마루홀","19:30","2019-12-17","2019-12-17","행사설명 : 경상필하모닉오케스트라 공연입장료(관람료) : VIP 30,000원 R석 20,000원 A석 10,000원 B석 5,000원","Adieu 2019!송년음악회 환희의 송가","41229171"
"김해시","055-344-1800","SBS","김해서부문화센터 하늬홀","14일:15:00/19:0015일:14:00/18:00","2019-12-15","2019-12-14","행사설명 : 뮤지컬 <헤드윅>입장료(관람료) : R석 99,000원 S석 77,000원","뮤지컬<헤드윅>","41229170"
"김해시","055-320-1234","(재)김해문화재단","김해문화의전당 마루홀","19:00","2019-12-14","2019-12-14","행사설명 : 피아니스트 백건우의 쇼팽 대표곡 공연입장료(관람료) : R석 30,000원 S석 20,000원","백건우X쇼팽","41229169"
"김해시","055-330-3949010-2682-6971","김해시·김해시립소년소녀합창단","김해문화의전당 마루홀","19:30","2019-12-13","2019-12-13","행사설명 : 초청합창단과의 협연입장료(관람료) : 전석 2,000원","김해시립소년소녀합창단 제12회 정기연주회","41229168"
"김해시","010-8729-4437","크레센도","김해문화의전당 누리홀","19:30","2019-12-13","2019-12-13","행사설명 : 크레센도 회원음악회 입장료(관람료) : 무료","크레센도 회원음악회","41229167"
"김해시","055-330-3947010-3423-4790","김해시·김해시립합창단","김해문화의전당 마루홀","19:30","2019-12-12","2019-12-12","행사설명 : 푸치니 오페라 <나비부인>, <토스카> 각 1막 입장료(관람료) : 전석 20,000원","김해시립합창단제52회 정기연주회","41229166"
"김해시","055-320-1234","(재)김해문화재단","김해문화의전당 누리홀","11:00","2019-12-12","2019-12-12","행사설명 : 조윤성 트리오의 재즈와 클래식 피아노 공연입장료(관람료) : 20,000원","아침의음악회-Duet with Rust","41229165"
"김해시","055-331-4183","김해신명초등학교","김해문화의전당 마루홀","19:30","2019-12-11","2019-12-11","행사설명 : 김해신명초등학교 오케스트라 정기연주회입장료(관람료) : 무료","제4회 김해신명초등학교 오케스트라 정기연주회","41229164"
"김해시","055-310-2000","경운초등학교","김해문화의전당 마루홀","19:30","2019-12-10","2019-12-10","행사설명 : 경운윈드오케스트라 정기연주회 <바람이 들려주는 하모니>입장료(관람료) : 무료","경운윈드오케스트라 제6회 정기연주회","41229163"
"김해시","010-8729-4437","김해플릇앙상블","김해문화의전당 누리홀","19:30","2019-12-10","2019-12-10","행사설명 : 김해플릇앙상블 정기연주회입장료(관람료) : 전석 5,000원","제26회 김해플릇앙상블 정기연주회","41229162"
"김해시","055-330-4944","크리스마스문화축제 추진위원회","김해시 동상동종로길 일원","17:00","2020-01-05","2019-12-07","행사설명 : 트리점등식,캐롤송 경연대회 등입장료(관람료) : 무료","제7회 세계크리스마스 문화축제","41229161"
"김해시","055-320-1234","(재)김해문화재단","김해문화의전당 마루홀","19:30","2019-12-06","2019-12-06","행사설명 : 뮤지컬 스타와 함께하는 갈라콘서트입장료(관람료) : R석 120,000원 S석 90,000원 A석 60,000","뮤지컬 스타 콘서트","41229160"
"김해시","055-320-1234","(재)김해문화재단","김해문화의전당 누리홀","6일:11:007일:11:00/14:00","2019-12-07","2019-12-06","행사설명 : 명작동화 헨젤과 그레텔을 바탕으로 한 어린이뮤지컬입장료(관람료) : 전석 18,000원","생각나라 과자집,다시쓰는 헨젤과 그레텔","41229159"
"김해시","010-3483-5919","김해교원합창단","김해문화의전당 누리홀","19:00","2019-12-04","2019-12-04","행사설명 : 초청합창단과의 협연입장료(관람료) : 전석 10,000원","김해교원합창단제14회 정기연주회","41229158"
"김해시","010-4040-7114","따소미문화예술단","김해서부문화센터 하늬홀","19:30","2019-12-03","2019-12-03","행사설명 : 한국지역난방공사 김해지사 시민들과 함께하는 열린음악회입장료(관람료) : 무료","한국지역난방공사 김해지사 시민들과 함께하는 열린음악회","41229157"
"사천시","055-832-0349","사천시건강가정다문화가족지원센타","문화예술회관 대공연장","19:00","2019-12-27","2019-12-27","행사설명:2019 연차보고대회 및 다문화가족 송년행사 입장료(관람료) : 무료","다문화가족 송년행사","41229155"
"사천시","055-835-4680","삼천포고등학교안세환","문화예술회관 대공연장","14:00","2019-12-26","2019-12-26","행사설명 : 삼천포고등학교 학예회입장료(관람료) : 무료","와룡학예제","41229154"
"사천시","010-7488-1854","법사랑위원회 사천지구강현철","문화예술회관 대공연장","14:00~","2019-12-24","2019-12-24","행사설명 : 1318청소년스타킹 입장료(관람료) : 무료","1318청소년스타킹","41229153"
"사천시","055-832-9703","사천시, 사천문화재단","문화예술회관 대공연장","19:30","2019-12-18","2019-12-18","행사설명 : 12월 기획공연입장료(관람료) :1층 30,000원                2층 20,000원","송년콘서트","41229152"
"사천시","010-3465-0382","퓨전밴드 자유새강정석","문화예술회관 대공연장","19:00","2019-12-14","2019-12-14","행사설명 : 자유새 정기공연입장료(관람료) : 무료","퓨전밴드 자유새","41229151"
"사천시","010-2533-3559","삼천포중앙고등학교김보람","문화예술회관 대공연장","15:00~18:00","2019-12-13","2019-12-13","행사설명:삼천포중앙고등학교학예회 입장료(관람료):일반 15,000원               단체 5,000원","가온제","41229150"
"사천시","02-882-9001","극단 님비곰비","문화예술회관 대공연장","10:15~11:30~","2019-12-11","2019-12-11","행사설명:어린이재난안전뮤지컬 입장료(관람료) : 무료","슈퍼아기돼지삼형제","41229149"
"사천시","055-831-2672","사회복지과","문화예술회관 대공연장","17:00~","2019-12-10","2019-12-10","행사설명 : 청소년어울마당 입장료(관람료) : 무료","청소년어울마당","41229148"
"사천시","055-834-8721","한국예총 사천시지회","삼천포엘리너스호텔 다이아몬드홀","18:00~","2019-12-10","2019-12-10","행사설명 : 만찬 공연입장료(관람료) : 무료","사천시문화예술인의 밤","41229147"
"사천시","010-5405-1067","사천시남성합창단","문화예술회관 대공연장","19:00~","2019-12-07","2019-12-07","행사설명 : 제3회 정기공연 입장료(관람료) : 무료","사천시남성합창단정기공연","41229146"
"사천시","055-830-1521","사천교육지원청","문화예술회관 대공연장","11:00~14:00~","2019-12-05","2019-12-05","행사설명 : 마당극 입장료(관람료) : 무료","오작교 아리랑","41229145"
"사천시","010-3887-0466","(사)한국국악협회 사천시지부","삼천포노인복지관사천노인복지관곤양노인복지관","10:00~11:00","2019-12-06","2019-12-04","행사설명 : 전통문화예술 공연입장료(관람료) : 무료","2019년도 시민과 함께하는 문화한마당","41229144"
"사천시","010-4552-3634","구춘석","문화예술회관 전시실","09:00~18:00","2019-12-09","2019-12-03","행사설명 : 인연전 전시회입장료(관람료) : 무료","인연전","41229143"
"사천시","010-4330-6619","은비어린이집","문화예술회관 대공연장","13:00~","2019-12-03","2019-12-03","행사설명:은비어린이집재롱잔치입장료(관람료) : 무료","유아재롱잔치","41229142"
"통영시","010-7585-7442","통영필하모니 오케스트라","통영국제음악당 콘서트홀","18:00~20:00","2019-12-21","2019-12-21","행사설명 : 오케스트라 공연입장료(관람료) : 무료","통영필하모니 오케스트라 제4회 정기연주회","41229141"
"통영시","055-645-3229","통영시/통영충렬사","도천동 착량묘","11:00","2019-12-15","2019-12-15","행사설명 : 충무공 이순신 호국정신 선양과 유교적 제례문화보전을 위한 제례봉행입장료(관람료) : 무료","2019 통영충렬사기신제","41229140"
"통영시","055-650-4500","통영국제음악재단","통영국제음악당 콘서트홀","17:00","2019-12-14","2019-12-14","행사설명 : 클래식 공연입장료(관람료) : S석 50,000원 A석 30,000원 B석 20,000원","임동민 피아노 리사이틀","41229139"
"통영시","055-650-4500","통영국제음악재단","통영국제음악당 레스토랑","19:30","2019-12-13","2019-12-13","행사설명 : 재즈 공연입장료(관람료) : S석 48,000원 A석 38,000원 B석 28,000원","2019아르데 재즈 나이트-47","41229138"
"통영시","010-3855-8915","통영관악합주단","충렬여자고등학교","11:00~12:00","2019-12-12","2019-12-12","행사설명 : 청소년을 위한 은악회입장료 : 무료","제21회 통영관악합주단 정기연주회","41229137"
"통영시","010-8536-3260","통영블루웨이브여성합창단","통영국제음악당 콘서트홀","19:30~21:00","2019-12-12","2019-12-12","행사설명 : 통영블루웨이브여성합창단 제11회 정기연주회입장료(관람료) : 무료","통영블루웨이브여성합창단 제11회 정기연주회","41229136"
"통영시","055-650-4542","통영시","통영시청 제2청사 해미당갤러리","09:00~18:00","2019-12-13","2019-12-10","행사설명 : 2019 통영나전칠기교실 수료생 작품 전시회입장료(관람료) : 무료","2019 통영나전칠기교실 수료생 작품전시회","41229135"
"통영시","055-650-4500","통영국제음악재단","통영국제음악당 블랙박스","15:00","2019-12-08","2019-12-08","행사설명 : 음악 공연입장료(관람료) : 무료","아기코끼리 바바의 모험","41229134"
"통영시","055-650-4500","통영국제음악재단","통영국제음악당 콘서트홀","17:00","2019-12-07","2019-12-07","행사설명 : 클래식 공연입장료(관람료) :R석80,000원 S석 50,000원 A석 30,000원 B석 20,000원","콜레기움 보칼레 겐트&필리프 헤레베허","41229133"
"통영시","055-645-5955","사)전국서예협회 통영지부","통영시민문화회관대전시실","09:00~18:00","2019-12-10","2019-12-07","행사설명 : 한글, 한문,현대서예,서각,전각,문인화 등 서예작품 전시입장료(관람료) : 무료","제18회 사)전국서예협회 통영지부 회원전","41229132"
"통영시","010-3557-3762","통영시/통영향교","북신동 공작뷔페","11:00","2019-12-04","2019-12-04","행사설명 : 지역사회 원로 및유림제위를 초빙하여 기로연에대한 의미를 설명하고 격려하는오찬 제공","2019 통영향교기로연","41229131"
"통영시","010-4640-7877","통영수채화협회","통영시청 제2청사 해미당갤러리","09:00~18:00","2019-12-07","2019-12-01","행사설명 : 그림전시입장료(관람료) : 무료","통영수채화협회 정기전","41229130"
"통영시","010-8243-5949","연명예술촌","통영시민문화회관대전시실","09:00~18:00","2019-12-04","2019-11-29","행사설명 : 회원초대 작가전시아트상품 체험 및 판매입장료(관람료) : 무료","2019 통영아트페어","41229129"
"진주시","010-6419-3635","이상근기념사업회","대공연장","10:00 - 18:00","2019-11-30","2019-11-30","행사설명 : 우리나라를 대표하는 차세대 젊은 솔리스트 연주자들로 구성된 현악 4중주 구성의 실내악은 특별한 사명감으로 결성 했으며 1바이올린과 2바이올린의 구분이 없는 인상적인 팀운영으로 곡마다 표정이 변화무쌍한 음악으로 폐막 연주 이상근 음악제의 활기찬 부활을 위한 다시 한걸음을 나아가는 연주.입장료(관람료) : 무료","[대관]2019이상근 국제음악제 연주 폐막","41229128"
"진주시","010-3852-5935","여성작가의 아름다운 여행","제1전시실","10:00 - 18:00","2019-11-29","2019-11-29","행사설명 : 여성작가의 아름다운 여행전 정기전시를 통해 한국화, 서양화, 수채화, 설치미술등의 다양한 작품 80여점을 100호이상의 대작을 중심으로 전시함으로 인해 전업작가의 활발한 창작의욕 고취와 지역미술을 활성화 시키고 지역민에게 문화 예술의 관람 및 기회를 제공하는 전시.입장료(관람료) : 무료","[대관]아름다운 여행전","41229127"
"진주시","1544-6711","경상남도문화예술회관","대공연장","19:30","2019-11-29","2019-11-29","행사설명 :문화체육관광부 주최, 한국문화예술회관연합회가 주관하는 2019 문예회관 문화예술교육프로그램 공모사업으로 선정된 「인생열전-내가 바로 국민배우 시즌3」 성과 발표회 입장료(관람료) : 무료","<기획>국민배우 발표 공연","41229126"
"진주시","055-744-4119010-4598-8597","진주수채화협회","제2전시실","10:00 - 18:00","2019-12-02","2019-11-28","행사설명 : 진주 수채화 협회는 한국 미술협회 소속으로 수채화 작업을 하는 작가들로 구성되어 개인의 창의력을 존중하고 지역미술문화 발전에 기여하며 후진을 양성하는 것을 목표로 한다 이번 전시는 1인 1부스를 주어진 자신의 작품 전시를 보여줄 예정.입장료(관람료) : 무료","[대관]제7회 진주수채화 협회전","41229125"
"진주시","1544-6711","경상남도문화예술회관","대공연장 로비","11:00","2019-11-27","2019-11-27","행사설명 : 경남 프리마 앙상블은 전문 성악가들로 이루어졌으며 2002년 창단이후 매년 정기 연주회를 비롯해 찾아가는 음악회 병원 자선음악회 등 여러 방신의 연주를 통해 여성 중창의 매력을 관객들에게 선보이며 지역음악예술의 발전을 이끄는 견인차 역할을 하고 있음입장료(관람료) : 무료","<기획>문화가 있는날 경남 프리마 앙상블","41229124"
"진주시","055-285-5612010-5065-3656","(사)경남메세나협회","대공연장","19:30","2019-11-26","2019-11-26","행사설명 : 기억사랑 메세나 콘서트입장료(관람료) : 무료","[대관]2019기업사랑 메세나 콘서트","41229123"
"진주시","010-6419-3635","이상근기념사업회","대공연장","15:0019:30","2019-11-24","2019-11-24","행사설명 : 세계적 권위의 이탈리아에서 개최되는 국제 콩쿠르인 부조니 국제 피아노 콩쿠르에서 2위와 이례없는 청중상을 거머쥔 기대 높은 그의 연주를 보여줄 예정.입장료(관람료) : 무료","[대관]2019이상근음악제 연주","41229122"
"진주시","055-747-3155010-7658-2711","진주아이쿱소비자생활협동조합","대공연장","17:00","2019-11-23","2019-11-23","행사설명 : 풍물, 춤, 노래 등 전통연희로 풀어내는 아랫마을 남돌이와 윗마을 꽃분이의 사연 많은 혼례이야기 70년동안 원수처럼 지내던 윗마을과 아랫마을에 있어서는 안 될 일이 생겼다. 남돌이와 꽃분이. 두 청춘 남녀의 예상치 않은 혼례로 양족집안이 발칵 뒤집어지는데..입장료(관람료) : 무료","[대관]진주아이쿱생명 마당극 오작교 아리랑","41229121"
"진주시","010-8544-0147","진주야외사생회","제1전시실","10:00 - 18:00","2019-11-25","2019-11-21","행사설명 : 지역작가들과 일반일들의 만남으로 진주지역 미술문화 활동에 기여하고자 일년에 4회 스케치 여행에서 나온 작품을 전시 하여 현장감과 회원들의 열정을 전시회를 통해 보여주는 전시.입장료(관람료) : 무료","[대관]제11회 진주야외사생회 정기전","41229120"
"진주시","055-762-6713010-3885-6290","진주여성수채화회","제2전시실","10:00 - 18:00","2019-11-25","2019-11-21","행사설명 : 연1회 진주여성수채화회 회원 1인당 3점이상의 작품을 5일간 전시하는 활동을 통하여, 진주시민에게 문화체험 기회를 제공하는 전시.입장료(관람료) : 무료","[대관]제11회 진주여성수채화전","41229119"
"진주시","010-9460-4773","허성","제1전시실","10:00 - 18:00","2019-11-25","2019-11-21","행사설명 : 서양화 개인전입장료(관람료) : 무료","[대관]허성개인전","41229118"
"진주시","1544-6711","경상남도문화예술회관","대공연장","19:30","2019-11-21","2019-11-21","행사설명 : 한국문화예술연합회가 주최하며 지역주민을 위한 프로그램인 ?문예회관과 함께하는 방방곡곡 문화공감?의 일환으로 한국을 대표하는 국립현대무용단체의 <라벨과 스트라빈스키> 공연입장료(관람료) : 무료","<기획>국립현대무용단 라벨과 스트라빈스키","41229117"
"진주시","010-2847-6269","(사)한국서각협회 진주지부","제2전시실","10:00 - 18:00","2019-11-19","2019-11-16","행사설명 : 서각을 좋아서 즐겨하는 사람들의 모임에서 서각작품을 만들어 전시입장료(관람료) : 무료","[대간]한국서각협회 진주지부전","41229116"
"진주시","055-752-0111010-8638-8446","한국예총 진주지회","대공연장","14:00","2019-11-16","2019-11-16","행사설명 : 진주시에 주소를 둔 진주시민 합창단들의 경연대회입장료(관람료) : 무료","[대관]제8회 진주시민합창페스티벌 본선","41229115"
"진주시","010-6419-3635","이상근기념사업회","대공연장","19:30","2019-11-15","2019-11-15","행사설명 : 문화 진주시 100년을 바로보는 이번음악회는 진주의 문화적인 전통과 앞으로 이어갈 진주의 문화적인 정신을 부활시키는 뜻 깊은 음악회로, 함부르크 대학의 교수이자 말러 전문 지휘자인 울리히 빈트푸르의 지휘로 연주.입장료(관람료) : 협의중","[대관]2019진주이상근국제음악제 개막연주","41229114"
"진주시","055-741-6645010-8620-2132","운정한울초대작가회","제1전시실","10:00 - 18:00","2019-11-15","2019-11-15","행사설명 : 전통문인화의 맥을 찾아서 현대문인화와의 접목을 시도한 운정한울초대작가회 회원 45명의 문인화 작품을 전시함.입장료(관람료) : 무료","[대관]전통문인화의 멱전","41229113"
"진주시","1544-6711","경상남도문화예술회관","대공연장","19:30","2019-11-14","2019-11-13","행사설명 : 공연 ‘동동(動同)’은 전통춤은 물론 신전통과 한국 창작춤에 이르기까지 현존하는 다양한 장르를 총 망라한 전통의 현재를 한 눈에 볼 수 있는 열린 마당이다입장료(관람료) : 무료","<기획> 춤을 보는 새로운 시선동동(動同)","41229112"
"진주시","010-5566-5732","진주목문화사랑방","대공연장","19:30","2019-11-12","2019-11-12","행사설명 : 세상 모든 어머니들을 위한 노래 음악을 넘어 이제 한국을 상징하는 여성 리더로 매시즌마다 새로운 프로그램을 선보이는 조수미 공연.입장료(관람료) : VIP석 120,000 원, R석 100,000 원, S석 80,000 원, A석 60,000 원","[대관] 2019 조수미 콘서트 ‘Mother Dear’ - 진주","41229111"
"진주시","055-752-0111010-8638-8446","한국예총 진주지회","대공연장","14:00","2019-11-09","2019-11-09","행사설명 : 진주시에 주소를 둔 진주시민 합창단들의 경연대회입장료(관람료) : 무료","[대관]제8회 진주시민합창페스티벌 예선","41229110"
"진주시","055-746-2341010-4852-3413","진주초등학교","대공연장","19:00","2019-11-08","2019-11-08","행사설명 : 진주 최고의 관악단으로 꼽히는 진주윈드오케스트라가 마련한 이번 25회 정기연주회는 진주청소년 관악단과의 협연으로 고품격 무대를 보여줄 예정.입장료(관람료) : 무료","[대관]제25회 진주윈드오케스트라 정기연주회","41229109"
"진주시","055-884-4446010-6338-4446","(사)한국서예협회 경상남도지회","제1, 2전시실","10:00 - 18:00","2019-11-12","2019-11-07","행사설명 : 제31회 경상남도서예대전 입상작 전시입장료(관람료) : 무료","[대관]제31회 경상남도서예대전","41229108"
"진주시","055-749-8594010-2985-5872","진주시청","대공연장","19:30","2019-11-07","2019-11-07","행사설명 : 진주시립국악관현악단 정기연주회.입장료(관람료) : 무료","[대관]진주시립국악관현악단 정기연주회","41229107"
"진주시","010-8920-0383","진주어머니합창단","대공연장","19:30","2019-11-06","2019-11-06","행사설명 : 제17회 진주어머니합창단 정기연주회는 더나은 내일을 꿈꾸며를 타이틀로 1부, 2부, 3부로 구성입장료(관람료) : 무료","[대관제17회 진주어머니합창단 정기연주회","41229106"
"진주시","055-759-3763010-4581-3696","장재윈드오케스트라","대공연장","19:00","2019-11-05","2019-11-05","행사설명 : 장재초등학교 100여명의 학생들로 구성되어 있는 장재 윈드오케스트라가 교직우너, 학부모, 재학생, 교육관계자, 일반 시민 등을 모시고, 진주시립교향악단 트럼펫 연주자인 서진수 음악감동, 박창현 지도교사의 지휘로 Satoshi Yagisawa의 Perseus를 비롯한 10여곡의 관악합주곡과 영화음악 등을 1부,2부로 편셩하여 연주.입장료(관람료) : 무료","[대관]제4회 장재윈드오케스트라 정기연주회","41229105"
"진주시","1544-6711","경상남도문화예술회관","대공연장","19:00","2019-11-04","2019-11-04","행사설명 : 경남문화예술회관 문화예술교육프로그램의 성과발표회로 3월~11월 간의 과정에서 갈고 닦을 실력을 선보이는 공연. 성악클래스 개인별 1곡, 중창 1곡, 플루트클래스 개인1곡, 단체 5곡, 앙상블 4곡 공연입장료(관람료) : 무료","<기획>문화예술교육프로그램 발표회","41229104"
"진주시","1544-6711","경상남도문화예술회관","대공연장","15:00","2019-11-03","2019-11-03","행사설명 : 세계적인 작곡가 윤이상의 음악을 기리고 차세대 유망 음악인을 발굴, 육성하기 위한 윤이상국제음악콩쿠르 입상자 콘서트입장료(관람료) : 무료","<기획>윤이상 국제음악 콩쿠르 입상자 콘서트","41229103"
